id,code,name,menudeo,mayoreo,empaque,stock
878,SHE-013,GOMA PARA LAPIZ BOTE C/72PZ. CP-72,26.6,23.5,22.2,0
879,SHE-014,ACUAMAR SHELY MARCADOR NEGRO C/12,48.9,43.2,40.8,83
880,SHE-015,ACUAMAR SHELY MARCADOR AZUL C/12,48.9,43.2,40.8,92
881,SHE-016,ACUAMAR SHELY MARCADOR ROJO C/12,48.9,43.2,40.8,62
882,SHE-017,ACUAMAR SHELY MARCADOR AZUL CIELO C/12,48.9,43.2,40.8,0
883,SHE-018,ACUAMAR SHELY MARCADOR VERDE C/12,48.9,43.2,40.8,0
884,SHE-019,ACUAMAR SHELY MARCADOR VERDE LIMON C/12,48.9,43.2,40.8,0
885,SHE-020,ACUAMAR SHELY MARCADOR NARANJA C/12,48.9,43.2,40.8,0
886,SHE-021,ACUAMAR SHELY MARCADOR ROSA C/12,48.9,43.2,40.8,0
887,SHE-022,ACUAMAR SHELY MARCADOR MORADO C/12,48.9,43.2,40.8,0
888,SHE-023,ACUAMAR SHELY MARCADOR GRIS C/12,48.9,43.2,40.8,0
889,SHE-024,ACUAMAR SHELY MARCADOR CAFE C/12,48.9,43.2,40.8,0
890,SHE-025,ACUAMAR SHELY MARCADOR VERDE PASTEL C/12,54.98,49.74,47.57,0
891,SHE-026,ACUAMAR SHELY MARCADOR MORADO PASTEL C/12,54.98,49.74,47.57,0
892,SHE-027,ACUAMAR SHELY MARCADOR AZUL PASTEL C/12,54.98,49.74,47.57,0
893,SHE-028,ACUAMAR SHELY MARCADOR NARANJA PASTEL C/12,54.98,49.74,47.57,0
894,SHE-029,ACUAMAR SHELY MARCADOR AMARILLO PASTEL C/12,54.98,49.74,47.57,0
895,SHE-030,CINTA CORRECTORA LARGA GCT-40,14.79,13.38,12.79,0
896,SHE-031,PERFORADORA 3H DE PLASTICO 6303S,22.1,19.5,18.4,0
897,SHE-032,"PERFORADORA DE METAL 1HOYO 1/16""",25.5,24,21,0
898,SHE-033,PERFORADORA MINI DE 1HOYO 1102,19.89,18,17.21,0
899,SHE-034,PERFORADORA MINI DE METAL 2HOYO 9010,28.5,27,23.5,0
900,SHE-035,PLUMA CORRECTORA 4ML. 331,91.94,83.18,79.56,6
901,SHE-036,PLUMA DE GEL DE COLORES BOL PVC SH100,31.86,28.82,27.57,0
902,SHE-037,PLUMA DE GEL CUATITOS DIAMANTADA C/12PZ.,43.95,39.77,38.03,0
903,SHE-038,PLUMA DE GEL SHELY DIAMANTADA C/12PZ.,41,37.09,35.47,0
904,SHE-039,PLUMA DE GEL DIAMANTADA C/6PZ.,20.7,18.73,17.91,0
905,SHE-040,PLUMINES DE COLORES SET C/12PZ. 211-12,27.55,24.93,23.84,0
906,SHE-041,PLUMINES DE COLORES SET C/24PZ. 211-24,55.11,49.86,47.69,0
907,SHE-042,PLUMINES SHELY SET CON 24PZ. 987-24,51.4,45.4,42.8,0
908,SHE-043,QUITAGRAPAS SHELY 6412,10.4,9.2,8.7,169
909,SHE-044,SACAPUNTAS ERGONOMICO 237,51.61,46.69,44.64,0
910,SHE-045,SACAPUNTAS DE TORTUGA CAJA C/12PC.,91.4,82.7,79.09,0
911,SHE-046,SACAPUNTAS DE CATARINA CAJA C/12PC.,91.4,82.7,79.09,0
912,SHE-047,SACAPUNTAS DE PEZ CAJA C/12PC.,72.58,65.67,62.81,0
913,SHE-048,SACAPUNTAS DE PLASTICO 2H CON DEPOSITO,95.17,86.11,82.35,0
914,SHE-049,SACAPUNTAS DE BOTE PVC C/50PZ 750FA,44,38.9,36.7,0
915,SHE-050,ENGRAPADORA CHICA DE METAL 8225,47.45,42.93,41.06,0
916,SHE-051,ENGRAPADORA MEDIANA DE METAL 1/2 TIRA,57.53,52.05,49.78,0
917,SHE-052,ENGRAPADORA SET DE 3 PZ. 8221-3,79.17,71.63,68.51,0
918,SHE-053,ENGRAPADORA CON PORTA GRAPAS 8909P,36.7,32.4,30.6,0
919,SHE-054,LAPICEROS PUNTILLAS 2.0MM LT841,70.97,64.21,61.41,0
920,SHE-055,LAPICEROS PUNTILLAS 2.0MM LT850-1,70.97,64.21,61.41,0
921,SHE-056,LAPICEROS PUNTILLAS 2.0MM LT850-2,70.97,64.21,61.41,0
922,SHE-057,MARCADOR JUMBO LAVABLE C/PZ. 801PU-08,20.2,17.9,16.9,0
923,SHE-058,MARCADORES BASE DE AGUA C/12PZ. BC627-12,22.18,20.07,19.19,0
924,SHE-059,MARCADORES BASE DE AGUA C/24PZ. BC627-24,47.72,43.17,41.29,20
925,SHE-060,MARCADOR PARA PIZARRON SET CON 12 PC.,101.08,91.45,87.46,0
926,SHE-061,PEGAMENTO LIQUIDO SHELY 30GR,3.9,3.53,3.37,0
927,SHE-062,PEGAMENTO LIQUIDO SHELY 40GR,4.17,3.77,3.61,0
928,SHE-063,PEGAMENTO LIQUIDO SHELY 60GR,4.97,4.5,4.3,0
929,SHE-064,PEGAMENTO LIQUIDO SHELY 100GR,8.2,7.42,7.09,0
930,SHE-065,PEGAMENTO LIQUIDO SHELY 250GR,16,14.47,13.84,0
931,SHE-066,SACAPUNTAS DE PLASTICO 1H CAJITA CON 12PZ.,63.17,57.16,54.67,0
932,SHE-067,"SACAPUNTAS DE PLASTICO 1H ""MOUSE"" C/12PZ.",80.51,72.85,69.67,0
933,SHE-068,SACAPUNTAS DE PLASTICO 1H BOTE CON 36PZ.,111.56,100.94,96.54,0
934,SHE-069,SACAPUNTAS DE PLASTICO 1H CAJITA CON 24PZ.,162.64,147.15,140.73,0
935,SHE-070,SET DE PINCEL 2251-24,17.2,15.57,14.89,0
936,SHE-071,SET DE PINCEL 137,48.66,44.02,42.1,0
937,SHE-072,SET DE PINCEL 120,114.25,103.37,98.86,0
938,SHE-073,SET DE PINCEL 105,23.66,21.4,20.47,0
939,SHE-074,SET DE PINCEL 103,21.37,19.34,18.49,0
940,SHE-075,SET DE PINCEL CHY-1408,17.2,15.57,14.89,0
941,SHE-076,SET DE PINCEL 577,50,45.24,43.27,0
942,SHE-077,SET DE PINCEL 104,29.44,26.63,25.47,0
943,SHE-078,SET DE PINCEL CHY-1266,25.81,23.35,22.33,0
944,SHE-079,SET DE PINCEL 5950,51.61,46.7,44.66,0
945,SHE-080,SET DE PINCEL 5960,51.61,46.7,44.66,0
946,SHE-081,SET DE PINCEL 6060,51.61,46.7,44.66,0
947,SHE-082,SET DE PINCEL CHY1036,45.7,41.35,39.54,0
948,SHE-083,SET DE PINCEL CHY1037,45.7,41.35,39.54,0
949,SHE-084,SET DE PINCEL CHY1038,45.7,41.35,39.54,0
950,SHE-085,TIJERA ESCOLAR S01002,6.99,6.32,6.05,0
951,SHE-086,"TIJERA ESCOLAR C/REBOTE 5.25"" SC2025/LS-2025T",10.5,9.8,9.3,260
952,SHE-087,"TIJERA TODO USO CHICA 5.75"" SH9905",11.83,10.7,10.24,0
953,SHE-088,TIJERA TODO USO S4007,19.22,17.39,16.63,0
954,SHE-089,"TIJERA TODO USO 6.75"" SH3707",20.03,18.12,17.33,0
955,SHE-090,TIJERA TODO USO SP6011,12.5,12,11.5,0
956,SHE-091,TIJERA PARA MANUALIDADES ZIG - ZAG,10.75,9.73,9.3,0
957,SHE-092,TIJERA PARA MANUALIDADES ONDA,10.75,9.73,9.3,0
958,SHE-093,TIJERA PARA MANUALIDADES GREKA,10.75,9.73,9.3,0
959,SHE-094,TIJERA PARA MANUALIDADES LLAVE,10.75,9.73,9.3,0
960,SHE-095,TIJERA PARA MANUALIDADES ENCAJE,10.75,9.73,9.3,0
961,SHE-096,ACUAMAR SHELY MARCADOR ROSA PASTEL C/12,54.98,49.74,47.57,0
962,SHE-097,DELINEADORES FINELINER SHELY SET C/12PZ.,39.1,34.5,32.6,0
963,SHE-098,TIJERA ESCOLAR SHELY PUNTA ROMA JJ40641S,11.5,10.5,9.8,0
964,SHE-099,MARCATEXTOS COLORES PASTEL SET CON 4PC.,40.19,36.36,34.78,55
965,SHE-100,MARCATEXTOS COLORES PASTEL SET CON 6 PC.,47.7,42.1,39.8,50
966,SHE-101,MARCATEXTOS EN BOTE COLORES PASTEL CON 20 PZAS,139.7,123.3,116.4,0
967,SHE-102,CINTA CORRECTORA SHELY I007 5MM X 8M,16.67,15.08,14.42,0
968,SHE-103,PLUMA CORRECTORA SHELY 7ML. 340,98.6,87,82.2,56
969,SHE-104,COJIN PARA SELLO SHELY CHICO SIN TINTA 181,16.4,14.84,14.19,192
970,SHE-105,COJIN PARA SELLO SHELY GRANDE SIN TINTA 182,19.89,18,17.21,158
971,SHE-106,COJIN PARA SELLO SHELY GRANDE CON TINTA 182B,20.83,18.85,18.03,148
972,SHE-107,COJIN PARA SELLO SHELY CHICO CON TINTA 181B,17.34,15.69,15,161
973,SHE-108,CINTA CORRECTORA SHELY I002 5MM X 8M,16.67,15.08,14.42,0
974,SHE-109,PLUMA CORRECTORA SHELY 7ML. I871M,97.2,85.7,81,37
975,SHE-110,LPZ COLORES METALICOS SHELY  C/8 LARGOS,28.1,24.8,23.4,144
976,SHE-111,LPZ COLORES NEON SHELY  C/8 LARGOS,28.1,24.8,23.4,66
977,SHE-112,LPZ COLORES PASTEL SHELY C/8 LARGOS,28.1,24.8,23.4,41
978,SHE-113,LAPICES FLASH SHELY C/8 HB,26.75,24.2,23.15,88
979,SHE-114,LAPIZ ENTRENADOR SHELY JUMBO NEGRO C/4 JG04,30.78,27.85,26.63,0
980,SHE-115,PLUMINES SHELY DE COLORES PASTEL 6PZ.,14.09,12.75,12.19,0
981,SHE-116,PLUMINES SHELY BASE AGUA  C/12,28.18,24.8,23.5,104
982,SHE-117,PLUMINES SHELY BASE AGUA C/24,57,50,47.5,89
983,SHE-118,MARCATEXTOS SHELY MINI COLORES PASTEL 6PZ.,26.9,23.7,22.4,0
984,SHE-119,MARCATEXTOS SHELY MINI COLORES NEON 6PZ.,26.9,23.7,22.4,77
985,SHE-120,MARCATEXTOS SHELY COLORES NEON SET 3PZ.,24.4,21.5,20.3,0
986,SHE-121,MARCATEXTOS SHELY COLORES PASTEL SET 3PZ.,24.4,21.5,20.3,20
987,SHE-122,LPZ COLORES ARCOIRIS SHELY C/8 TRIANGULAR,41.53,37.58,35.94,34
988,SHE-123,LPZ COLORES DUAL SHELY C/12 MINA 3MM/4MM,50.4,45.6,43.62,0
989,SHE-124,LAPIZ TRIANGULAR SHELY AZUL/GRIS  BOTE C/72,174.6,157.97,151.08,0
990,SHE-125,ACUARELAS SHELY PALETA C/12 MOD.10329N,26.48,23.96,22.91,4
991,SHE-126,ACUARELAS SHELY EST. C/12 MOD.10305,16,14.47,13.84,0
992,SHE-127,REGLA SHELY FLEXIBLE MULTICOLOR,11.5,10.2,9.6,2
993,SHE-128,JUEGO GEOMETRICO FLEXIBLE SHELY MULTICOLOR,61.7,55.82,53.39,0
994,SHE-129,ENGRAPADORA MINI SHELY NEON C/800 GRAPAS 8871,24,22,20.5,0
995,SHE-130,ENGRAPADORA MINI SHELY PASTEL C/800 GRAPAS 8871P,24,22,20.5,0
996,SHE-131,PLUMA CORRECTORA CUATITOS CAJA C/12 MOD.328,98.6,87,82.2,56
997,SHE-132,PERFORADORA MINI DE METAL 2HOYO 6304,30.78,27.85,26.63,51
998,SHE-133,LAPIZ TRIANGULAR SHELY  BOTE C/72 43819,279.44,252.83,241.81,0
999,SHE-134,LAPIZ TRIANGULAR SHELY  BOTE C/72 43821,182.2,160.7,151.8,0
1000,SHE-136,ENGRAPADORA MINI SHELY C/800 GRAPAS 370A,25,22.5,21,1
1001,SHE-137,ENGRAPADORA MINI SHELY C/800 GRAPAS 318,24.8,22,21,0
1002,SHE-138,PLUMA DE GEL SHELY DIAMANTADA BOLSA C/10PZ.,33,29.1,27.5,146
1003,SHE-139,PLUMA CORRECTORA SHELY 3ML. 341,66.2,58.4,55.2,0
1004,SHE-140,ENGRAPADORA MINI CUATITOS C/800 GRAPAS 338,22.72,20.55,19.66,0
1005,SHE-141,"TIJERA TODO USO CHICA S1015 5 1/2"" 14 CM",14.8,13.1,12.4,2
1006,SHE-142,"TIJERA TODO USO GRANDE S1017 7"" / 17.8 CM",19,17.5,17,92
1007,SHE-143,CHINCHETA DE COLORES SHELY C/100 CHC100,11,9.5,9,0
1008,SHE-144,CHINCHETA DORADA SHELY C/100 CHD100,11,9,8.5,0
1009,SHE-145,PINS DE COLORES SHELY C/35 PIN35,8,7,6.6,0
1010,SHE-146,LAPICEROS SHELY 0.5MM NEON C/12,60,55,53,0
1011,SHE-147,SACAPUNTAS DOS HOYOS C/24PZ CON DEPOSITO 614A,170,155,149,0
1012,SHE-148,CRAYONES DE CERA SHELY C/10 NEGRO,70,65,62,0
1013,SHE-149,CRAYONES DE CERA SHELY C/10 AZUL,70,65,62,0
1014,SHE-150,CRAYONES DE CERA SHELY C/10 VERDE,70,65,62,0
1015,SHE-151,CRAYONES DE CERA SHELY C/10 NARANJA,70,65,62,0
1016,SHE-152,CRAYONES DE CERA SHELY C/10 ROSA,70,65,62,0
1017,SHE-153,CRAYONES DE CERA SHELY C/10 MORADO,70,65,62,0
1018,SHE-154,CRAYONES DE CERA SHELY C/10 ROJO,70,65,62,0
1019,SHE-155,CRAYONES DE CERA SHELY C/10 AMARILLO,70,65,62,0
1020,SHE-156,MARC PERM SHELY DOBLE JUMBO NEGRO C/12 WT8034BLACK,73.6,64.9,61.3,13
1021,SHE-157,MARC PERM SHELY DOBLE JUMBO ROJO C/12 WT8034RED,73.6,64.9,61.3,0
1022,SHE-158,MARC PERM SHELY DOBLE JUMBO AZUL C/12 WT8034BLUE,73.6,64.9,61.3,0
1023,SHE-159,CORRECTOR LIQUIDO SHELY C/12 MOD.334,104.5,92.2,87.1,18
1024,SHE-160,MARCATEXTOS EN BOTE COLORES CON 20 PZAS,122.5,108.1,102.1,0
1025,SHE-161,MARCADOR SHELY PARA PIZARRON SET CON 4 PZ,16.6,14.6,13.8,50
1026,SHE-162,LPZ COLORES SHELY COLORS C/24 LARGOS,78.4,69.2,65.3,33
1027,SHE-163,LPZ COLORES SHELY COLORS C/36 LARGOS,120.1,106,100.1,23
1028,SHE-164,LPZ COLORES SHELY COLORS C/48 LARGOS,159.3,140.6,132.8,9
1029,SHE-165,LPZ COLORES SHELY COLORS C/72 LARGOS,256.3,226.1,213.5,2
1030,SHE-166,PLUMA SHELY INKY TINTA LIQUIDA NEGRO C/12PZ.,60.4,53.3,50.3,0
1031,SHE-167,PLUMA SHELY INKY TINTA LIQUIDA ROJO C/12PZ.,60.4,53.3,50.3,0
1032,SHE-168,PLUMA SHELY INKY TINTA LIQUIDA AZUL C/12PZ.,60.4,53.3,50.3,0
1033,SHE-169,PLUMA SHELY INKY TINTA LIQUIDA VERDE C/12PZ.,60.4,53.3,50.3,0
1034,SHE-170,LPZ COLORES SHELY COLORS METALICOS C/24 LARGOS,78.4,69.2,65.3,14
1035,SHE-171,LAPICEROS SHELY 0.5MM HUMO/NEON C/12,60,55,53,0
1036,SHE-172,LPZ DE ESCRT MED #2 HB SHELY PASTEL C/8,24.5,22.5,21,76
1037,SHE-173,SACAPUNTAS UN HOYO C/24PZ CON DEPOSITO 613A-2,106,96,91,0
1038,SHE-174,LPZ COLORES SHELY COLORS PASTEL C/24 LARGOS,78.4,69.2,65.3,4
1039,SHE-175,LPZ COLORES SHELY DUO (METALICO/NEON) C/8 LARGOS,28.1,24.8,23.4,0
1040,SHE-176,PLUM ACUAMAR BARREL EST-12 COLORS,48.9,43.2,40.8,0
1041,SHE-177,LPZ BICOLOR SHELY JUMBO C/6 ROJO/AZUL,43,37.5,35.5,75
1042,SHE-178,LPZ COLORES SHELY COLORS PASTEL C/48 LARGOS,159.3,140.6,132.8,8
1043,SHE-179,TIJERA ESCOLAR PUNTA ROMA JJ4063709,7.8,6.9,6.6,0
1044,SHE-180,LPZ TRIANG DUO PREMIUM SHELY C/8 GRAF/RJ,35.62,32.23,30.82,0
1045,SHE-181,LPZ TRIANG BICOLOR PREMIUM SHELY C/8 GRAF/RJ,35.62,32.23,30.82,23
1046,SHE-182,LPZ TRIANG ROJO CARMIN PREMIUM SHELY C/8,35.62,32.23,30.82,0
1047,SHE-183,LAPICEROS SHELY 0.5MM PASTEL C/12,60,55,53,0
1048,SHE-184,PLUMINES SHELY SET CON 12PZ. 987-12,32,29,27,0
1049,SHE-185,BLINDER CLIP METALICO 15MM CAJA C/12,7.8,7.5,7,0
1050,SHE-186,BLINDER CLIP METALICO 19MM CAJA C/12,9,8.5,8.2,0
1051,SHE-187,BLINDER CLIP METALICO 51MM CAJA C/12,50,44,42,0
1052,SHE-188,LPZ DUO SHELY JUMBO C/6 GRAFITO/ROJO,43,37.5,35.5,85
1053,SHE-189,CINTA CORRECTORA SHELY I021 5MM X 8M,16.67,15.08,14.42,0
1054,SHE-190,MULTICONTACTO 6 ENTRADAS COLORES,36.8,32.5,30.7,0
1055,SHE-191,MULTICONTACTO 6 ENTRADAS BLANCO,36.8,32.5,30.7,0
1056,SHE-192,CUTTER SHELY CHICO DE PLASTICO PASTEL,3.1,2.7,2.6,0
1057,SHE-193,CUTTER SHELY GRANDE DE PLASTICO PASTEL,5.2,4.5,4.3,0
1058,SHE-194,LPZ CARMIN SHELY JUMBO C/6,43,37.5,35.5,96
1059,SHE-195,CINTA SHELY TRANSP DE 48X40MTS C/6 PZS.,48,42,40,0
1060,SHE-196,CINTA SHELY TRANSP DE 48X150MTS C/6 PZS.,125,105,100,0
1061,SHE-197,DIUREX SHELY  DE 12X33M TORRE C/12,35,32,30,52
1062,SHE-198,DIUREX SHELY DE 18X33MTS TORRE C/8,32.5,28.9,27.2,0
1063,SHE-199,JUEGO GEOMETRICO FLEXIBLE SHELY J4112,50.94,46.09,44.08,0
1064,SHE-200,ACUARELAS SHELY .PALETA  C/12 MOD.JJ103309A,23.85,21,19.9,0
1065,SHE-201,LAPIZ DE DIBUJO SHELY PROFESIONAL C/18,62,55.5,52.5,51
1066,SHE-202,TIJERA SHELY  DE OFICINA 1155,12.1,10.7,10.1,69
1067,SHE-203,TIJERA SHELY  DE OFICINA 1106,12.9,11.4,10.7,0
1068,SHE-204,TIJERA SHELY  ESCOLAR LS-2550,10.5,9.5,8.5,9
1069,SHE-205,TIJERA SHELY  DE OFICINA LS-1015,14.5,13,12,0
1070,SHE-206,TIJERA SHELY  DE OFICINA LS-2305,14.5,13.8,12.5,156
1071,SHE-207,TIJERA SHELY  DE OFICINA LS-2307,21,19,17.8,0
1072,SHE-208,TIJERA SHELY  DE OFICINA LS-1805,14.5,13.8,12.5,204
1073,SHE-209,TIJERA SHELY  DE OFICINA LS-1807,21,19,17.8,0
1074,SHE-210,TIJERA SHELY  TODO USO LS-5008,25,23.5,22,199
1075,SHE-211,TIJERA SHELY  DE OFICINA LS-1808,25,23.5,22,80
1076,SHE-212,SACAPUNTAS TRANSPARENTE  SHELY 2000TA BOLSA C/25,19.5,17.2,16.3,0
1077,SHE-213,SACAPUNTAS SHELY DE PLASTICO 2H BOTE C/50,82.1,72.4,68.4,0
1078,SHE-214,CRAYONES DE CERA SHELY C/10 BLANCO,70,65,62,0
1079,SHE-215,CARPETA 3 ARILLOS VINO,45,38,35.5,0
1080,SHE-216,CARPETA 3 ARILLOS MORADO,45,38,35.5,0
1081,SHE-217,CARPETA 3 ARILLOS VERDE,45,38,35.5,0
1082,SHE-218,CARPETA 3 ARILLOS AZUL,45,38,35.5,0
1083,SHE-219,CARPETA 3 ARILLOS AZUL MARINO,45,38,35.5,0
1084,SHE-220,CARPETA 3 ARILLOS ROJO,45,38,35.5,0
1085,SHE-221,CARPETA 3 ARILLOS AMARILLO,45,38,35.5,0
1086,SHE-222,CARPETA 3 ARILLOS BLANCO,45,38,35.5,0
1087,SHE-223,CARPETA 3 ARILLOS VERDE LIMON,45,38,35.5,0
1088,SHE-224,CARPETA 3 ARILLOS NARANJA,45,38,35.5,0
1089,SHE-225,CARPETA 3 ARILLOS NEGRO,45,38,35.5,0
1090,SHE-226,JUEGO GEOMETRICO FLEXIBLE HM-1812,48,45,40,0
1091,SHE-227,LAPIZ ADHESIVO SHELY 8GRS,132.5,116.9,110.4,11
1092,SHE-228,LAPIZ ADHESIVO SHELY 21GRS,169.3,149.4,141.1,16
1093,SHE-229,LAPIZ ADHESIVO SHELY 36GRS,154.6,136.4,128.8,14
1094,SHE-230,LPZ COLORES SHELY SET C/5,185,163,159,0
1095,SHE-231,LAPICES DE GRAFITO HB METALICO C/72 PCS,160,142,138,0
1096,SHE-232,LAPICES DE GRAFITO HB NEON C/72 PCS,160,142,138,0
1097,SHE-233,LAPICES DE GRAFITO HB PASTEL C/72 PCS,160,142,138,0
1098,SHE-234,SET DE ARTE C/22 PCS,170,152,148,13
1099,SHE-235,LAPIZ MADERA DE CEDRO C/8,25,23,21,0
1100,SHE-236,JUEGO GEOMETRICO DESARMABLE,49.06,45,41.5,128
1101,SHE-237,JUEGO DE GEOMETRIA FLEXIBLE,49.06,45,43,1
1102,SHE-238,MINI MARCADORES PASTEL DIAMAN,39.5,35,33.5,0
1103,SHE-239,MINI MARCADORES NEON DIAMAN,39.5,35,33.5,29
1104,SHE-240,GOMA MIGAJON SH 20 SHELY C/20 BLACK,64.52,58.37,55.83,35
1105,SHE-241,GOMA MIGAJON SH 20 SHELY C/20 NEON,64.52,58.37,55.83,36
1106,SHE-242,GOMA DE MIGAJON SHELY SH60BLACK,60.49,54.73,52.34,56
1107,SHE-243,GOMA DE MIGAJON SHELY SH60NEON,60.49,54.73,52.34,46
1108,SHE-244,CINTA SHELY CRYSTAL DE 48X50MTS C/6 PZS.,75,65.8,62.5,0
1109,SHE-245,CINTA SHELY AMARILLA PARA EMP  C/6 PZS.,122,107.5,102,0
1110,SHE-246,CINTA SHELY TRANSP DE 48X50MTS C/6 PZS.,65,58.8,55.5,0
1111,SHE-247,VASO DE PAPEL HOT COFFE,65,60,55,0
1112,SHE-248,VASO DE PAPEL LATTE COFFE,65,60,55,0
1113,SHE-249,VASO DE PAPEL BLANCO,65,60,55,0
1114,SHE-250,PLUMINES COLORES BRILLANTES C/12,15,13,12,95
1115,SHE-251,PLUMINES PUNTA PINCEL C/12,35,32.5,31.5,0
1116,SHE-252,MARCADORES PINCE-DE COLORES C/12,75,61,59,0
1117,SHE-253,PLUMINES ORO/PLATA C/2 PCS,15,10,9.5,104
1118,SHE-254,SACAPUNTAS C/ DEPOSITO UN HOYO C/24,85,77,74,0
1119,SHE-255,SACAPUNTAS CARITAS UN HOYO C/24,105,95,90,0
1120,SHE-256,SACAPUNTAS DE ESFERA C/DEPOSITO C/24,105,90,88,12
1121,SHE-257,SACAPUNTAS BALLENA C/2 HOYOS C/12,70,65,62,0
1122,SHE-258,SACAPUNTAS LAPIZ C/ DEPOSITO Y GOMA C724,105,92,88,0
1123,SHE-259,SACAPUNTAS DE 1 HOYO C/DEPOSITO C/24,95,87,84,0
1124,SHE-260,SACAPUNTAS C/ DEPOSITO Y GOMA C/24,230,210,205,0
1125,SHE-261,SACAPUNTAS COHETE C/ DEPOSITO 1HOYO C/24,125,118,114,30
1126,SHE-262,SACAPUNTAS AVION C/DEPOSITO 1 HOYO C/24,138,122,118,0
1127,SHE-263,SACAPUNTAS DE CERDITO C/ DEPOSITO C/24,210,180,172,0
1128,SHE-264,SACAPUNTAS NAVE ESPACIAL C/DEPOSITO C/12,90,82,78,23
1129,SHE-265,SACAPUNTAS DE TIBURON D/1 HOYO,110,100,95,0
1130,SHE-266,SACAPUNTAS ELEFANTITO D/1HOYO C24,85,78,74,0
1131,SHE-267,SACAPUNTAS DE BOTECITO C/ DEPOSITO 1HOYO C/12,75,68,65,0
1132,SHE-268,MARCADORES DE COLORES LAVABLES C/12,47,44,42,17
1133,SHE-269,MARCADORES DE ACRILICO C/6,40,35,33,27
1134,SHE-270,MARCADORES METALICOS C/6,40,35,33,36
1135,SHE-271,JUEGO DE GEOMETRIA 4111K,27.7,24.5,23.1,175
1136,SHE-272,PLUMA DE GEL C/8 PUNTA AGUJA,42.2,37,36,0
1137,SHE-273,SET PLUMAS C/3 PCS 0.5MM,35,27.5,26,0
1138,SHE-274,SACAPUNTAS MECANICO,135,120,112,0
1139,SHE-276,GOMA P/LAPIZ BOLSA C/4,10,9,8,294
1140,SHE-277,MARCA TEXTO DELGADO C/4 PCS,24.5,19.8,18.8,0
1141,SHE-278,MARCA TEXTO PASTEL C/4 PCS,34.5,28.5,27,0
1142,SHE-279,MARCADOR PERMANENTE C/4 PCS ,26.5,22,20.8,45
1143,SHE-280,MARCADOR P/PIZARRON C/4 PCS ,32.5,27,25.5,0
1144,SHE-281,SILICON EN BARRA 1KG,125,102,99,17
1145,SHE-282,CINTA CORRECTORA DUO SHELY,20,17.5,16.5,0
1146,SHE-283,MARCADOR P /PIZARRON C/12 SURT,75,63,60,9
1147,SHE-284,MARCA PERMANENTE C/6,28,25,24,0
1148,SHE-285,MARCADOR P /PIZARRON VERDE C/12,65,59,56,16
1149,SHE-286,MARCADOR P /PIZARRON ROJO C/12,65,59,56,60
1150,SHE-287,MARCADOR P /PIZARRON AZUL C/12,65,59,56,43
1151,SHE-288,MARCADOR P /PIZARRON BLACK C/12,65,59,56,32
1152,SHE-289,MARCADOR PERMANENTE ZW906 VERDE C/12,55,49,46,0
1153,SHE-290,MARCADOR PERMANENTE ZW906 ROJO C/12,55,49,46,51
1154,SHE-291,MARCADOR PERMANENTE ZW906 AZUL C/12,55,49,46,62
1155,SHE-292,MARCADOR PERMANENTE ZW906 NEGRO C/12,55,49,46,0
1156,SHE-293,MARCA PERMAN ZW630 DOBLE  NEGRO C/12,50,43,41.5,0
1157,SHE-294,MARCA PERMAN ZW630 DOBLE  ROJO  C/12,50,43,41.5,93
1158,SHE-295,MARCA PERMAN ZW630 DOBLE  AZUL C/12,50,43,41.5,61
1159,SHE-296,ACUARELA SHELY COL INTENSOS C/6 ,10,8,7.5,257
1160,SHE-297,ACUARELA SHELY COL PASTEL C/6 ,10,8,7.5,0
1161,SHE-298,ACUARELA SHELY COL PASTEL C/12,14,12.5,11.5,0
1162,SHE-299,ACUARELA SHELY COL INTENSOS  C/12,14,12.5,11.5,82
1163,SHE-300,ACUARELAS SHELY EST C/12 COL INTENSOS,20,17,16,0
1164,SHE-301,ACUARELAS SHELY EST C/12 COL PASTEL,20,17,16,0
1165,SHE-302,LAPIZ DE GRAFITO FLORAL C/8,28,24,22,63
1166,SHE-303,LPZ COLORES SHELY  C/48  LARGOS,131.3,115.8,109.4,77
1167,SHE-304,LAPICES DE COLORES SHELY PROFE C/12,60,52,49,45
1168,SHE-305,LAPICES DE COLORES SHELY PROFE C/24,120,96,92,11
1169,SHE-306,LAPICES DE COLORES SHELY PROFE C/36,165,150,145,28
1170,SHE-307,LAPICES DE COLORES SHELY PROFE C/48,218,205,198,3
1171,SHE-308,LAPICES DE COLORES SHELY PROFE C/72,325,300,295,9
1172,SHE-309,LAPICES DE COLORES SHELY PROFE C/96,425,405,395,10
1173,SHE-310,LAPICES DE COLORES SHELY PROFE C/120,525,495,485,4
1174,SHE-311,MARCA TEXTO SHELY P/ CINCEL C/6PCS,25,22.5,21.5,0
1175,SHE-312,LAPIZ DUO BOTE C/50 PCS ,145,133,125,32
1176,SHE-313,LAPIZ BICOLOR BOTE C/50 PCS ,145,133,125,52
1177,SHE-314,LAPIZ ROJO CARMIN BOTE C/50 PCS ,145,133,125,18
1178,SHE-315,LPZ DE COLORES P/PAPELES NEGROS C/12,42,37,35,146
1179,SHE-316,LAPIZ DE GRAFITO MADERA NEGRA C/GOMA C/10,32.15,28.5,26.9,0
1180,SHE-317,PLUMA DE GEL DIAMANTADA C/10,35,31,29,47
1181,SHE-318,BOLIGRAFO SHELY C/GRIP C/10,28,25,22.5,182
